isTestnet,nativeChainId,chainKey,chainName,environment,chainLayer,chainStack,currency,decimals,cgId,cmcId,eid,endpointV2,endpointV2View,executor,lzExecutor,sendUln302,receiveUln302,blockedMessageLib
true,1301,unichain-testnet,unichain,testnet,2,1,ETH,18,ethereum,1027,40333,0xb8815f3f882614048CbE201a67eF9c6F10fe5035,0x7110205FA59d9CfEE406293D0BaE0d6240985Cd3,0x8548b148800BB00C6E4039Aa9C20ebb36a36A600,0x0e6DdC254A6Cd8395D7795D03d4023453AdBBf62,0x72e34F44Eb09058bdDaf1aeEebDEC062f1844b00,0xbEA34F26b6FBA63054e4eD86806adce594A62561,0x5f6d188267cd4b175ad7430ddf3346906177dc69
true,1414,siliconsepolia-testnet,siliconsepolia,testnet,1,0,ETH,18,ethereum,,40406,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,1439,injective1439-testnet,injective1439,testnet,1,0,INJ,18,injective-protocol,7226,40408,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x9eCf72299027e8AeFee5DC5351D6d92294F46d2b,0xB0487596a0B62D1A71D0C33294bd6eB635Fc6B09,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,1663,eon-testnet,eon,testnet,2,0,ZEN,18,zencash,1698,40215,,,,,,,
true,1811,lif3-testnet,lif3,testnet,2,0,LIF3,18,lif3,20611,40300,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,1891,lightlink-testnet,lightlink,testnet,2,0,ETH,18,ethereum,1027,40309,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,1924,swell-testnet,swell,testnet,2,1,ETH,18,ethereum,1027,40353,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,1946,minato-testnet,minato,testnet,2,1,ETH,18,ethereum,1027,40334,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0xd682ECF100f6F4284138AA925348633B0611Ae21,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x4dFa426aEAA55E6044d2b47682842460a04aF45c,0x00C5C0B8e0f75aB862CbAaeCfff499dB555FBDD2,0x1d186C560281B8F1AF831957ED5047fD3AB902F9,0xa97f783e717567ab8d0fc72110714f4fa7967373
true,1992,sanko-testnet,sanko,testnet,1,2,DMT,18,,25653,40278,0x6EDCE65403992e310A62460808c4b910D972f10f,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x12523de19dc41c91F7d2093E0CFbB76b17012C8d,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,2037,kiwi-testnet,kiwi,testnet,1,3,SHRAP,18,shrapnel-2,28363,40209,,,,,,,
true,2037,kiwi2-testnet,kiwi2,testnet,1,3,SHRAP,18,shrapnel-2,28363,40241,,,,,,,
true,2038,shrapnel-testnet,shrapnel,testnet,1,3,SHRAP,18,shrapnel-2,28363,40164,,,,,,,
true,2201,stabledevnet-testnet,stabledevnet,testnet,2,0,USDT,18,,825,40361,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,2201,stable-testnet,stable,testnet,2,0,USDT,18,,825,40374,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x9eCf72299027e8AeFee5DC5351D6d92294F46d2b,0xB0487596a0B62D1A71D0C33294bd6eB635Fc6B09,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,2221,kava-testnet,kava,testnet,1,0,KAVA,18,kava,4846,40172,0x6EDCE65403992e310A62460808c4b910D972f10f,0x8c2Bc80592FC4E89b536f536159A50F25eA99925,0x13EA72039D7f02848CDDd67a2F948dd334cDE70e,0xAF1e8A7Ea4f30E3CBa6Bc2d87eCa1086C16ff8d3,0x4B68C45f6A276485870D56f1699DCf451FEC076F,0x3De74963B7223343ffD168e230fC4e374282d37b,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,2391,tacspb-testnet,tacspb,testnet,1,0,TAC,18,,,40404,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,2442,zkpolygon-sepolia,zkpolygonsep,testnet,1,0,ETH,18,ethereum,1027,40247,0x6EDCE65403992e310A62460808c4b910D972f10f,0xa78A78a13074eD93aD447a26Ec57121f29E8feC2,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0x88B27057A9e00c5F05DDa29241027afF63f9e6e0,0xF49d162484290EAeAd7bb8C2c7E3a6f8f52e32d6,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,2522,fraxtal-testnet,fraxtal,testnet,2,1,FRAX,18,frax-share,6953,40255,0x6EDCE65403992e310A62460808c4b910D972f10f,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x55c175DD5b039331dB251424538169D8495C18d1,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,2552,bahamut-testnet,bahamut,testnet,2,0,FTN,18,,22615,40347,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,2810,morph-testnet,morph,testnet,2,0,ETH,18,ethereum,1027,40322,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,3636,botanix-testnet,botanix,testnet,2,0,BTC,18,bitcoin,1,40281,0x6EDCE65403992e310A62460808c4b910D972f10f,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x12523de19dc41c91F7d2093E0CFbB76b17012C8d,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,
true,3939,dos-testnet,dos,testnet,1,3,DOS,18,,,40286,0x08416c0eAa8ba93F907eC8D6a9cAb24821C53E64,0x5cbAe69Fdc9CB0AFCC3A6E6dA20760a1471f16B3,0x06f021541521Ae6dcfaeED4EC9A8bF800528E805,0x3Bfd3c601951E1939b4B11c3aF68A48436DF65ee,0xa805000DcA12b38690558785878642BA19Bc4981,0x00D0cd55beAfb96f0A5c37452f56D06DA3765ce8,0x5f670a51065fbcd8cad924ff64b3ad032ce51c58
true,4002,fantom-testnet,fantom,testnet,1,0,FTM,18,fantom,32684,40112,0x6EDCE65403992e310A62460808c4b910D972f10f,0xF62C3D15b455eE8D95e4D16326308CD413B3D9d5,0x0453b4730BB550363F726aD8eeC9441e763F2835,0x31fb3a5fD0B29B77C946e2331d2F301EF7D9d0dB,0x3f41017De79aA979b8f33E2e9518203888458273,0xe4a446690Dfaf438EEA2b06394E1fdd0A9435178,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,4202,lisk-testnet,lisk,testnet,2,1,ETH,18,ethereum,1027,40327,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,4460,orderly-testnet,orderly,testnet,2,1,ETH,18,ethereum,1027,40200,0x6EDCE65403992e310A62460808c4b910D972f10f,0x3DD8c635FBb3f6757F442D6862f67f25D34c8f97,0x1e567E344B2d990D2ECDFa4e14A1c9a1Beb83e96,0x98325A9d9B05FfBd179362a836201E3856AeDDA2,0x8e3Dc55b7A1f7Fe4ce328A1c90dC1B935a30Cc42,0x3013C32e5F45E69ceA9baD4d96786704C2aE148c,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,4801,worldcoin-testnet,worldcoin,testnet,2,1,ETH,18,ethereum,1027,40335,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0x9A289B849b32FF69A95F8584a03343a33Ff6e5Fd,0x1d186C560281B8F1AF831957ED5047fD3AB902F9,0x53fd4C4fBBd53F6bC58CaE6704b92dB1f360A648,0x6f09f1430c4c204c4b5433abe24c15f342b70699
true,5003,mantle-sepolia,mantlesep,testnet,1,1,MNT,18,mantle,27075,40246,0x6EDCE65403992e310A62460808c4b910D972f10f,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0x8BEEe743829af63F5b37e52D5ef8477eF12511dE,0x340b5E5E90a6D177E7614222081e0f9CDd54f25C,0x9A289B849b32FF69A95F8584a03343a33Ff6e5Fd,0x8A3D588D9f6AC041476b094f97FF94ec30169d3D,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,5115,citrea-testnet,citrea,testnet,2,0,CBTC,18,,1,40344,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,5611,opbnb-testnet,opbnb,testnet,2,1,BNB,18,binancecoin,1839,40202,0x6EDCE65403992e310A62460808c4b910D972f10f,0x9130D98D47984BF9dc796829618C36CBdA43EBb9,0x0F0843fF71918B8Cb8e480BD8C581373BE3c1f9b,0x6f3a314C1279148E53f51AF154817C3EF2C827B1,0xf514191C4a2D3b9A629fB658702015a5bCd570BC,0x4b21Ad992A05Fb14e08df2cAF8d71A5c28b1f5E9,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,6000,bouncebit-testnet,bouncebit,testnet,1,0,BB,18,,30746,40289,0x6EDCE65403992e310A62460808c4b910D972f10f,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x55c175DD5b039331dB251424538169D8495C18d1,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,6342,megaeth-testnet,megaeth,testnet,1,0,ETH,18,ethereum,1027,40370,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,6900,animechain-testnet,animechain,testnet,2,2,ANIME,18,,35319,40372,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,7210,nibiru-testnet,nibiru,testnet,1,0,NIBI,18,,28508,40369,0x19Aa25541F9f1414dcEd4C9bA4225c2a24c77CFe,0xFD2c171C95dafb092f039782545fd5BEc57607BD,0x1567AD0EE3F4818DcA5cC2A76fE13fFC11bfeb10,0xf3057091d82F13f67dF1e6f6464B6263a4612B23,0x3aADdd4ECcbB187017Ff1215Babc4Ee90B97BA23,0x9DAA2CB7756a9D80b4105Dd57AA4ad130b746B76,0x1653130d80bbd93a5c43f25e311a0ee3565984fe
true,7672,root-testnet,root,testnet,2,0,XRP,6,,52,40318,0xbc2a00d907a6Aa5226Fb9444953E4464a5f4844a,0x097C377077B3Fbac21897c81e411510B9Ab66cb1,0xe7292d7797776bCcDF44C78f296Ff26Ddb70F70a,0x988D898a9Acf43f61FDBC72AAD6eB3f0542e19e1,0x6460EE1b9D5bDE8375ca928767Cc63FBFA111A98,0x72eeA17eBbd1aCE0527354b2f7b25c6efC27936d,0xc3337a00f1a0291053f1c6b15717a215a634dd78
true,7701,canto-testnet,canto,testnet,1,0,CANTO,18,canto,21516,40159,0x6EDCE65403992e310A62460808c4b910D972f10f,0x18252d78a6A9aCBa9fec1cbDfD2Cf5f2c37A426F,0xcA01DAa8e559Cb6a810ce7906eC2AeA39BDeccE4,0x35Bf885a8E60048b46260f30B4F9b1DF7709F5d7,0x5Bb7F2FFF085f0066430Be92541Db302B9F1e6Af,0x5c68f65B7156cdDC79C1C6f32b3073eB8BBe6e58,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,9000,ondo-testnet,ondo,testnet,1,0,ONDO,18,,21159,40375,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,9070,apexfusionnexus-testnet,apexfusionnexus,testnet,1,0,AP3X,18,,35955,40355,0xb23b28012ee92E8dE39DEb57Af31722223034747,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x4dFa426aEAA55E6044d2b47682842460a04aF45c,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x00C5C0B8e0f75aB862CbAaeCfff499dB555FBDD2,0xd69769251c2de60f0c44f4c2dbfdae9d1897e4c4
true,9746,plasma2-testnet,plasma2,testnet,1,0,XPL,18,,36645,40411,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,9746,plasma-testnet,plasma,testnet,1,0,XPL,18,,36645,40409,0x3aCAAf60502791D199a5a5F0B173D78229eBFe32,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xa229b65cc2191bf60bc24efcda3487d7b5c0c9f0
true,10081,joc-testnet,joc,testnet,1,0,JOC,18,japan-open-chain,,40242,0x6EDCE65403992e310A62460808c4b910D972f10f,0x1d186C560281B8F1AF831957ED5047fD3AB902F9,0x4dFa426aEAA55E6044d2b47682842460a04aF45c,0x8A3D588D9f6AC041476b094f97FF94ec30169d3D,0x9eCf72299027e8AeFee5DC5351D6d92294F46d2b,0xB0487596a0B62D1A71D0C33294bd6eB635Fc6B09,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,10143,monad-testnet,monad,testnet,1,0,MATIC,18,polygon-ecosystem-token,28321,40204,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xe1a12515F9AB2764b887bF60B923Ca494EBbB2d6,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,10200,chiado,gnosis,testnet,1,0,DAI,18,dai,4943,40145,0x6EDCE65403992e310A62460808c4b910D972f10f,0xEA883534D2d1fE35a993a38c14B037fe4aD07DeF,0xe3826C822a53a736cC4d8f6FD884a6E3A461d29F,0x410612e1721396A3D03bE613b2FE7c31fa6fefb7,0xddF3266fEAa899ACcf805F4379E5137144cb0A7D,0xC22825d9982365d31E63CC3b5589B17067e795b1,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,10888,gameswift-testnet,gameswift,testnet,2,1,tGS,18,,27445,40339,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0xd682ECF100f6F4284138AA925348633B0611Ae21,0x8dF53a660a00C3D977d7E778fB7385ECf4482D16,0xec28645346D781674B4272706D8a938dB2BAA2C6,0xB0487596a0B62D1A71D0C33294bd6eB635Fc6B09,0x073f5b4FdF17BBC16b0980d49f6C56123477bb51,0xa97f783e717567ab8d0fc72110714f4fa7967373
true,11124,abstract-testnet,abstract,testnet,2,0,ETH,18,ethereum,1027,40313,0x16c693A3924B947298F7227792953Cd6BBb21Ac8,0xC9968d69bfaFCFC1a768B2e97D4020386A5e15b2,0x5c123dB6f87CC0d7e320C5CC9EaAfD336B5f6eF3,0x319E7722F23aADc482e12DB036c7eD6c9377e61B,0xF636882f80cb5039D80F08cDEee1b166D700091b,0x2443297aEd720EACED2feD76d1C6044471382EA2,0x7224ff87e2ee26a56d6be7534e16621828e0e2b5
true,11503,bevm-testnet,bevm,testnet,2,0,BTC,18,bitcoin,1,40324,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,13337,beam-testnet,meritcircle,testnet,1,3,BEAM,18,beam-2,28298,40178,0x6EDCE65403992e310A62460808c4b910D972f10f,0x0F0843fF71918B8Cb8e480BD8C581373BE3c1f9b,0xA60A7a9D9723d6Adda826f5bDae29c6038B68DD3,0x4d2a0Ffc93146a086b586C2C88135d9687508cd5,0x6f3a314C1279148E53f51AF154817C3EF2C827B1,0x0F7De6155DDC16A96c0d110A488bc966Aad3991b,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,14800,moksha-testnet,moksha,testnet,2,0,VANA,18,,34619,40342,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x8dF53a660a00C3D977d7E778fB7385ECf4482D16,0xec28645346D781674B4272706D8a938dB2BAA2C6,0x53fd4C4fBBd53F6bC58CaE6704b92dB1f360A648,0x9eCf72299027e8AeFee5DC5351D6d92294F46d2b,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,17000,holesky-testnet,holesky,testnet,1,0,ETH,18,ethereum,1027,40217,0x6EDCE65403992e310A62460808c4b910D972f10f,0x87FE14Af115F3b14F7d91Be426C0213a24AE9498,0xBc0C24E6f24eC2F1fd7E859B8322A1277F80aaD5,0x9D3C36226c8a32D9F7AAC9CecB3d904529486d12,0x21F33EcF7F65D61f77e554B4B4380829908cD076,0xbAe52D605770aD2f0D17533ce56D146c7C964A0d,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,18233,unreal-testnet,unreal,testnet,2,2,ETH,18,ethereum,1027,40262,0x6EDCE65403992e310A62460808c4b910D972f10f,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x55c175DD5b039331dB251424538169D8495C18d1,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,33111,curtis-testnet,curtis,testnet,2,2,APE,18,,18876,40306,0x6C7Ab2202C98C4227C5c46f1417D81144DA716Ff,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x4Cf1B3Fa61465c2c907f82fC488B43223BA0CF93,0xd682ECF100f6F4284138AA925348633B0611Ae21,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x926984a57b10a3a5c4cfdbac04daaa0309e78932
true,37111,lens-testnet,lens,testnet,2,0,GHO,18,,23508,40373,0x00B7b8ebA1c60183B0D2a10Fc3552902e8DD4f5f,0xf1A4f4FA1643ACf9f867b635A6d66a1990A3C217,0x5dFcab27C1eEC1eB07FF987846013f19355a04cB,0x89d84D8906E88EEEA14172e2CF6633909651CB39,0x5f04B588B9408d8d5F4ac250e8c71986683C35A5,0x16c693A3924B947298F7227792953Cd6BBb21Ac8,0x6963f2a5526fe79241fbf181cd0ebd60484f092c
true,40875,homeverse-testnet,homeverse,testnet,1,0,OAS,18,oasys,22265,40265,0x6EDCE65403992e310A62460808c4b910D972f10f,0x6Ac7bdc07A0583A362F1497252872AE6c0A5F5B8,0x12523de19dc41c91F7d2093E0CFbB76b17012C8d,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x45841dd1ca50265Da7614fC43A361e526c0e6160,0xd682ECF100f6F4284138AA925348633B0611Ae21,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,43113,fuji,avalanche,testnet,1,0,AVAX,18,avalanche-2,5805,40106,0x6EDCE65403992e310A62460808c4b910D972f10f,0x31fFd858c7826817F830C3dF2bb2A74126d51126,0xa7BFA9D51032F82D649A501B6a1f922FC2f7d4e3,0x1356D9201036A216836925803512649d6BB2395e,0x69BF5f48d2072DfeBc670A1D19dff91D0F4E8170,0x819F0FAF2cb1Fba15b9cB24c9A2BDaDb0f895daf,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
true,43521,memecoreformicarium-testnet,memecoreformicarium,testnet,1,0,M,18,,28321,40354,0x145C041566B21Bec558B2A37F1a5Ff261aB55998,0xcF1B0F4106B0324F96fEfcC31bA9498caa80701C,0x701f3927871EfcEa1235dB722f9E608aE120d243,0x9A289B849b32FF69A95F8584a03343a33Ff6e5Fd,0x12523de19dc41c91F7d2093E0CFbB76b17012C8d,0x9dB9Ca3305B48F196D18082e91cB64663b13d014,0x6f09f1430c4c204c4b5433abe24c15f342b70699
true,44787,alfajores,celo,testnet,1,0,CELO,18,celo,5567,40125,0x6EDCE65403992e310A62460808c4b910D972f10f,0x92a0c779Df6EE9ebfAFC4eD87c0682a9A7eB2828,0x5468b60ed00F9b389B5Ba660189862Db058D7dC8,0x2665a6f509B2D1D30879fECC180Fc70B111cC8EA,0x00432463F40E100F6A99fA2E60B09F0182D828DE,0xdb5A808eF72Aa3224D9fA6c15B717E8029B89a4f,0x0c77d8d771ab35e2e184e7ce127f19ced31ff8c0
